AMT Sample,Image No.,Spheres Y/N?,,Family,Genus,Species,CN visible,CN x2,CL distal,CL proximal,CW,CD - short,Cd-long,Shape model (Sun and Lui),Volume,Eq. spherical D,Notes,ks suggested,ks min,ks max,,PIC pg CaCO3,PIC pg C,PIC pmol C,Cocco D,Volume,% vol. that is cell for this genus,Estimated cell volume,Estimated cell diameter,Estimated POC pg C MDL,Estimated POC pmol C MDL,PIC:POC MDL,Estimated POC pg C Villiot,Estimated POC pmol C Villiot,PIC:POC Villiot
AMT-14 CTD6 11m,15-9-05-076,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4.5,9,2.352,,,4.39,4.39,PS,44.30,4.39,,0.02,0.016,0.025,,6.32,0.76,0.06,4.39,44.30,53.00,23.48,3.55,4.18,0.35,0.18,2.73,0.23,0.28
AMT-14 CTD6 11m,15-9-05-077,Intact,1,Syracosphaeraceae,Syracosphaera,sp.,13,26,2.02,,,6.5,6.5,PS,143.79,6.50,,0.02,0.016,0.025,,11.57,1.39,0.12,6.50,143.79,76,109.28,5.93,17.73,1.48,0.08,8.02,0.67,0.17
AMT-14 CTD6 11m,15-9-05-080,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,5,10,2.601,,,4.856,4.856,PS,59.96,4.86,,0.02,0.016,0.025,,9.50,1.14,0.10,4.86,59.96,53.00,31.78,3.93,5.56,0.46,0.21,3.38,0.28,0.34
AMT-14 CTD6 11m,15-9-05-080,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,5.5,11,2.356,,,4.58,4.58,PS,50.30,4.58,,0.02,0.016,0.025,,7.77,0.93,0.08,4.58,50.30,53.00,26.66,3.71,4.71,0.39,0.20,2.99,0.25,0.31
AMT-14 CTD6 11m,15-9-05-080,Intact,1,Noelaerhabdaceae,Gephyrocapsa,ericosonii,9,18,1.327,,,3.399,3.399,PS,20.56,3.40,,0.05,0.037,0.06,,5.68,0.68,0.06,3.40,20.56,23.00,4.73,2.08,0.93,0.08,0.73,0.89,0.07,0.77
AMT-14 CTD6 11m,15-9-05-081,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,2.319,,,4.647,4.647,PS,52.54,4.65,,0.02,0.016,0.025,,5.39,0.65,0.05,4.65,52.54,53.00,27.85,3.76,4.91,0.41,0.13,3.08,0.26,0.21
AMT-14 CTD6 11m,15-9-05-081,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4.5,9,3.049,,,5.049,5.049,PS,67.39,5.05,,0.02,0.016,0.025,,13.78,1.65,0.14,5.05,67.39,53.00,35.72,4.09,6.20,0.52,0.27,3.67,0.31,0.45
AMT-14 CTD6 11m,15-9-05-081,Intact,1,Alisphaeraceae,Alisphaera,sp.,28,56,1.406,,,8.472,8.472,PS,318.39,8.47,,0.04,,,,16.81,2.02,0.17,8.47,318.39,81,257.89,7.90,39.70,3.31,0.05,14.63,1.22,0.14
AMT-14 CTD6 11m,15-9-05-082,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,2.439,,,4.253,4.253,PS,40.28,4.25,,0.02,0.016,0.025,,6.27,0.75,0.06,4.25,40.28,53.00,21.35,3.44,3.83,0.32,0.20,2.56,0.21,0.29
AMT-14 CTD6 11m,15-9-05-082,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,2.989,,,4.329,4.329,PS,42.48,4.33,,0.02,0.016,0.025,,11.54,1.38,0.12,4.33,42.48,53.00,22.51,3.50,4.02,0.34,0.34,2.65,0.22,0.52
AMT-14 CTD6 11m,15-9-05-082,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4.5,9,2.366,,,4.344,4.344,PS,42.92,4.34,,0.02,0.016,0.025,,6.44,0.77,0.06,4.34,42.92,53.00,22.75,3.52,4.06,0.34,0.19,2.67,0.22,0.29
AMT-14 CTD6 11m,15-9-05-082,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,5,10,3.284,,,5.961,5.961,PS,110.91,5.96,,0.02,0.016,0.025,,19.13,2.30,0.19,5.96,110.91,53.00,58.78,4.82,9.90,0.83,0.23,5.19,0.43,0.44
AMT-14 CTD6 11m,15-9-05-083,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,5,10,3.493,,,5.744,5.744,PS,99.23,5.74,,0.02,0.016,0.025,,23.01,2.76,0.23,5.74,99.23,53.00,52.59,4.65,8.92,0.74,0.31,4.81,0.40,0.57
AMT-14 CTD6 11m,15-9-05-083,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4.5,9,3.049,,,5.665,5.665,PS,95.19,5.67,,0.02,0.016,0.025,,13.78,1.65,0.14,5.67,95.19,53.00,50.45,4.58,8.58,0.71,0.19,4.67,0.39,0.35
AMT-14 CTD6 11m,15-9-05-084,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,8,16,3.585,,,6.858,6.858,PS,168.88,6.86,,0.02,0.016,0.025,,39.81,4.78,0.40,6.86,168.88,53.00,89.51,5.55,14.70,1.22,0.33,6.97,0.58,0.69
AMT-14 CTD6 11m,15-9-05-084,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,7.5,15,3.556,,,5.696,7.169,PS,121.79,6.15,,0.02,0.016,0.025,,36.42,4.37,0.36,6.15,121.79,53.00,64.55,4.98,10.81,0.90,0.40,5.55,0.46,0.79
AMT-14 CTD6 11m,15-9-05-084,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,2.648,,,4.459,4.459,PS,46.42,4.46,,0.02,0.016,0.025,,8.02,0.96,0.08,4.46,46.42,53.00,24.60,3.61,4.37,0.36,0.22,2.82,0.24,0.34
AMT-14 CTD6 11m,15-9-05-085,partial sphere,1,Syracosphaeraceae,Syracosphaera,molischi,13,26,3.244,,,9.907,9.907,PS,509.13,9.91,Multi-layered =3 (account for in biomass),0.02,0.016,0.025,,47.93,5.75,0.48,9.91,509.13,76,386.94,9.04,58.11,4.84,0.10,19.43,1.62,0.30
AMT-14 CTD6 11m,15-9-05-086,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3.5,7,2.428,,,4.278,4.278,PS,40.99,4.28,,0.02,0.016,0.025,,5.41,0.65,0.05,4.28,40.99,53.00,21.73,3.46,3.89,0.32,0.17,2.59,0.22,0.25
AMT-14 CTD6 11m,15-9-05-086,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,8,16,3.857,,,7.987,7.987,PS,266.78,7.99,,0.02,0.016,0.025,,49.57,5.95,0.50,7.99,266.78,53.00,141.39,6.46,22.58,1.88,0.26,9.60,0.80,0.62
AMT-14 CTD6 11m,15-9-05-087,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,12,24,3.493,,,8.425,8.425,PS,313.12,8.43,,0.02,0.016,0.025,,55.23,6.63,0.55,8.43,313.12,53.00,165.95,6.82,26.24,2.19,0.25,10.74,0.90,0.62
AMT-14 CTD6 11m,15-9-05-089,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,6.5,13,2.229,,,4.558,4.558,PS,49.58,4.56,,0.02,0.016,0.025,,7.77,0.93,0.08,4.56,49.58,53.00,26.28,3.69,4.65,0.39,0.20,2.96,0.25,0.32
AMT-14 CTD6 11m,15-9-05-090,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3,6,2.615,,,3.927,3.927,PS,31.71,3.93,,0.02,0.016,0.025,,5.79,0.70,0.06,3.93,31.71,53.00,16.81,3.18,3.06,0.25,0.23,2.16,0.18,0.32
AMT-14 CTD6 11m,15-9-05-090,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,3.17,,,5.155,5.155,PS,71.73,5.16,,0.02,0.016,0.025,,13.76,1.65,0.14,5.16,71.73,53.00,38.02,4.17,6.58,0.55,0.25,3.83,0.32,0.43
AMT-14 CTD6 11m,15-9-05-090,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,9.5,19,3.725,,,7.929,7.929,PS,261.01,7.93,Multi-layered =2 (account for in biomass),0.02,0.016,0.025,,53.03,6.36,0.53,7.93,261.01,53.00,138.33,6.42,22.12,1.84,0.29,9.46,0.79,0.67
AMT-14 CTD6 11m,15-9-05-091,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,5,10,2.832,,,5.157,5.157,PS,71.81,5.16,,0.02,0.016,0.025,,12.27,1.47,0.12,5.16,71.81,53.00,38.06,4.17,6.58,0.55,0.22,3.83,0.32,0.38
AMT-14 CTD6 11m,15-9-05-091,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,8,16,3.636,,,7.318,7.318,PS,205.20,7.32,Multi-layered =2 (account for in biomass),0.02,0.016,0.025,,41.53,4.98,0.42,7.32,205.20,53.00,108.76,5.92,17.65,1.47,0.28,7.99,0.67,0.62
AMT-14 CTD6 11m,15-9-05-091,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,6,12,2.859,,,5.639,5.639,PS,93.89,5.64,,0.02,0.016,0.025,,15.14,1.82,0.15,5.64,93.89,53.00,49.76,4.56,8.47,0.71,0.21,4.62,0.39,0.39
AMT-14 CTD6 11m,15-9-05-092,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4.5,9,3.109,,,4.917,4.917,PS,62.24,4.92,,0.02,0.016,0.025,,14.60,1.75,0.15,4.92,62.24,53.00,32.99,3.98,5.76,0.48,0.30,3.47,0.29,0.51
AMT-14 CTD6 11m,15-9-05-094,collapsed,1,Nannolith,Florisphaera,profunda,15,90,3.012,,,,,PS,,,"Coccosphere size measured from flattened coccosphere, assume 80-160 coccoliths per cell",0.04,0.03,0.06,,265.60,31.87,2.66,,,28,,,,,,,,
AMT-14 CTD6 11m,15-9-05-096,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,2.854,,,4.94,4.94,PS,63.12,4.94,,0.02,0.016,0.025,,10.04,1.21,0.10,4.94,63.12,53.00,33.45,4.00,5.83,0.49,0.21,3.50,0.29,0.34
AMT-14 CTD6 11m,15-9-05-096,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,15,3.367,,,4.828,4.828,PS,58.93,4.83,+7 coccoliths around,0.02,0.016,0.025,,30.92,3.71,0.31,4.83,58.93,53.00,31.23,3.91,5.47,0.46,0.68,3.34,0.28,1.11
AMT-14 CTD6 11m,15-9-05-096,collapsed,1,Holococcolith,Poricalptra,sp.,48,96,1.849,,,,,PS,,,,0.036,,,,58.99,7.08,0.59,,,67,,,,,,,,
AMT-14 CTD6 11m,15-9-05-097,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,10,20,3.719,,,9.793,9.793,PS,491.75,9.79,,0.02,0.016,0.025,,55.55,6.67,0.56,9.79,491.75,53.00,260.63,7.93,40.10,3.34,0.17,14.73,1.23,0.45
AMT-14 CTD6 11m,15-9-05-099,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,3.288,,,4.77,4.77,PS,56.83,4.77,,0.02,0.016,0.025,,15.36,1.84,0.15,4.77,56.83,53.00,30.12,3.86,5.29,0.44,0.35,3.25,0.27,0.57
AMT-14 CTD6 11m,15-9-05-100,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,3.12,,,4.526,4.526,PS,48.54,4.53,,0.02,0.016,0.025,,13.12,1.57,0.13,4.53,48.54,53.00,25.73,3.66,4.56,0.38,0.35,2.91,0.24,0.54
AMT-14 CTD6 11m,15-9-05-101,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3,6,3.027,,,4.095,4.095,PS,35.96,4.10,,0.02,0.016,0.025,,8.99,1.08,0.09,4.10,35.96,53.00,19.06,3.31,3.44,0.29,0.31,2.36,0.20,0.46
AMT-14 CTD6 11m,15-9-05-101,Intact,1,Syracosphaeraceae,Syracosphaera,bannockii,18.5,37,2.229,,,7.81,7.81,PS,249.43,7.81,,0.02,0.016,0.025,,22.13,2.66,0.22,7.81,249.43,76,189.57,7.13,29.74,2.48,0.09,11.79,0.98,0.23
AMT-14 CTD6 11m,15-9-05-105,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,6,12,2.573,,,4.477,4.477,PS,46.99,4.48,,0.02,0.016,0.025,,11.04,1.32,0.11,4.48,46.99,53.00,24.90,3.62,4.42,0.37,0.30,2.85,0.24,0.47
AMT-14 CTD6 11m,15-9-05-111,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,9,18,3.725,,,8.352,8.352,PS,305.05,8.35,Multi-layered =3 (account for in biomass),0.02,0.016,0.025,,50.24,6.03,0.50,8.35,305.05,53.00,161.68,6.76,25.61,2.13,0.24,10.55,0.88,0.57
AMT-14 CTD6 11m,15-9-05-112,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,2.634,,,4.312,4.312,PS,41.98,4.31,,0.02,0.016,0.025,,7.89,0.95,0.08,4.31,41.98,53.00,22.25,3.49,3.98,0.33,0.24,2.63,0.22,0.36
AMT-14 CTD6 11m,15-9-05-112,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3,6,3.461,,,4.21,4.21,PS,39.07,4.21,,0.02,0.016,0.025,,13.43,1.61,0.13,4.21,39.07,53.00,20.71,3.41,3.72,0.31,0.43,2.50,0.21,0.64
AMT-14 CTD6 11m,15-9-05-112,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,3.183,,,4.728,4.728,PS,55.34,4.73,,0.02,0.016,0.025,,13.93,1.67,0.14,4.73,55.34,53.00,29.33,3.83,5.16,0.43,0.32,3.19,0.27,0.52
AMT-14 CTD6 11m,15-9-05-112,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3.5,7,2.857,,,4.477,4.477,PS,46.99,4.48,,0.02,0.016,0.025,,8.82,1.06,0.09,4.48,46.99,53.00,24.90,3.62,4.42,0.37,0.24,2.85,0.24,0.37
AMT-14 CTD6 11m,15-9-05-112,Flattened,1,Alisphaeraceae,Alisphaera,sp.,56,112,1.278,,,8.903,8.903,PS,369.49,8.90,Coccosphere size measured from flattened coccosphere,0.04,,,,25.25,3.03,0.25,8.90,369.49,81,299.29,8.30,45.66,3.80,0.07,16.23,1.35,0.19
AMT-14 CTD6 11m,15-9-05-113,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,5.5,11,3.141,,,5.23,5.23,PS,74.90,5.23,,0.02,0.016,0.025,,18.41,2.21,0.18,5.23,74.90,53.00,39.70,4.23,6.85,0.57,0.32,3.95,0.33,0.56
AMT-14 CTD6 11m,15-9-05-113,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,2.762,,,4.558,4.558,PS,49.58,4.56,,0.02,0.016,0.025,,9.10,1.09,0.09,4.56,49.58,53.00,26.28,3.69,4.65,0.39,0.23,2.96,0.25,0.37
AMT-14 CTD6 11m,15-9-05-113,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,5,10,3.558,,,5.994,5.994,PS,112.76,5.99,,0.02,0.016,0.025,,24.32,2.92,0.24,5.99,112.76,53.00,59.76,4.85,10.06,0.84,0.29,5.26,0.44,0.56
AMT-14 CTD6 11m,15-9-05-113,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,2.762,,,5.253,5.253,PS,75.90,5.25,,0.02,0.016,0.025,,9.10,1.09,0.09,5.25,75.90,53.00,40.23,4.25,6.94,0.58,0.16,3.98,0.33,0.27
AMT-14 CTD6 11m,15-9-05-115,Intact,1,Syracosphaeraceae,Syracosphaera,sp.,10,20,3.012,,,6.605,6.605,PS,150.87,6.61,,0.02,0.016,0.025,,29.51,3.54,0.30,6.61,150.87,76,114.66,6.03,18.55,1.55,0.19,8.29,0.69,0.43
AMT-14 CTD6 11m,15-9-05-117,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3.5,7,3.213,,,4.651,4.651,PS,52.68,4.65,,0.02,0.016,0.025,,12.54,1.50,0.13,4.65,52.68,53.00,27.92,3.76,4.92,0.41,0.31,3.09,0.26,0.49
AMT-14 CTD6 11m,15-9-05-117,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,2.768,,,4.477,4.477,PS,46.99,4.48,,0.02,0.016,0.025,,9.16,1.10,0.09,4.48,46.99,53.00,24.90,3.62,4.42,0.37,0.25,2.85,0.24,0.39
AMT-14 CTD6 11m,15-9-05-117,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,3.074,,,4.647,4.647,PS,52.54,4.65,,0.02,0.016,0.025,,12.55,1.51,0.13,4.65,52.54,53.00,27.85,3.76,4.91,0.41,0.31,3.08,0.26,0.49
AMT-14 CTD6 11m,15-9-05-118,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3,6,2.615,,,4.573,4.573,PS,50.07,4.57,,0.02,0.016,0.025,,5.79,0.70,0.06,4.57,50.07,53.00,26.54,3.70,4.69,0.39,0.15,2.98,0.25,0.23
AMT-14 CTD6 11m,15-9-05-120,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,5,10,3.313,,,5.029,5.029,PS,66.60,5.03,,0.02,0.016,0.025,,19.64,2.36,0.20,5.03,66.60,53.00,35.30,4.07,6.13,0.51,0.38,3.64,0.30,0.65
AMT-14 CTD6 11m,15-9-05-121,Partially flattened,1,Holococcolith,Unknown,sp.,28,56,2.476,,,12.478,12.478,PS,1017.26,12.48,,0.036,,,,82.62,9.91,0.83,12.48,1017.26,67,681.57,10.92,98.88,8.24,0.10,28.88,2.41,0.34
AMT-14 CTD6 11m,15-9-05-122,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3.5,7,3.467,,,4.259,4.259,PS,40.45,4.26,,0.02,0.016,0.025,,15.75,1.89,0.16,4.26,40.45,53.00,21.44,3.45,3.84,0.32,0.49,2.56,0.21,0.74
AMT-14 CTD6 11m,15-9-05-123,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4.5,9,2.711,,,4.135,4.135,PS,37.02,4.14,,0.02,0.016,0.025,,9.68,1.16,0.10,4.14,37.02,53.00,19.62,3.35,3.53,0.29,0.33,2.41,0.20,0.48
AMT-14 CTD6 11m,15-9-05-123,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3,6,2.742,,,3.927,3.927,PS,31.71,3.93,,0.02,0.016,0.025,,6.68,0.80,0.07,3.93,31.71,53.00,16.81,3.18,3.06,0.25,0.26,2.16,0.18,0.37
AMT-14 CTD6 11m,15-9-05-123,Intact,1,Syracosphaeraceae,Syracosphaera,molischi,12,24,2.264,,,5.465,5.465,PS,85.46,5.47,,0.02,0.016,0.025,,15.04,1.80,0.15,5.47,85.46,76,64.95,4.99,10.88,0.91,0.17,5.57,0.46,0.32
AMT-14 CTD6 11m,15-9-05-124,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3,6,2.343,,,4.227,4.227,PS,39.55,4.23,,0.02,0.016,0.025,,4.17,0.50,0.04,4.23,39.55,53.00,20.96,3.42,3.76,0.31,0.13,2.52,0.21,0.20
AMT-14 CTD6 11m,15-9-05-124,Intact,1,Holococcolith,Unknown,sp.,,,,,,,,,,,,0.036,,,,,,,,,,,,,,,,,
AMT-14 CTD6 11m,15-9-05-125,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4.5,9,3.17,,,4.909,4.909,PS,61.94,4.91,,0.02,0.016,0.025,,15.48,1.86,0.15,4.91,61.94,53.00,32.83,3.97,5.73,0.48,0.32,3.46,0.29,0.54
AMT-14 CTD6 11m,15-9-05-125,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,3.194,,,4.571,4.571,PS,50.01,4.57,,0.02,0.016,0.025,,14.08,1.69,0.14,4.57,50.01,53.00,26.50,3.70,4.69,0.39,0.36,2.97,0.25,0.57
AMT-14 CTD6 11m,15-9-05-131,collapsed,1,Syracosphaeraceae,Syracosphaera,sp.,,,,,,,,,,,,0.02,0.016,0.025,,,,,,,,,,,,,,,
AMT-14 CTD6 11m,15-9-05-132,Flattened,1,Alisphaeraceae,Alisphaera,sp.,41,82,1.295,,,7.601,7.601,PS,229.94,7.60,Coccosphere size measured from flattened coccosphere,0.04,,,,19.23,2.31,0.19,7.60,229.94,81,186.25,7.09,29.25,2.44,0.08,11.65,0.97,0.20
AMT-14 CTD6 11m,15-9-05-133,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3,6,3.114,,,4.607,4.607,PS,51.20,4.61,,0.02,0.016,0.025,,9.78,1.17,0.10,4.61,51.20,53.00,27.13,3.73,4.79,0.40,0.24,3.02,0.25,0.39
AMT-14 CTD6 11m,15-9-05-133,partial sphere,1,Noelaerhabdaceae,Emiliania,huxleyi,5,10,2.5,,,4.857,4.857,PS,59.99,4.86,,0.02,0.016,0.025,,8.44,1.01,0.08,4.86,59.99,53.00,31.80,3.93,5.56,0.46,0.18,3.38,0.28,0.30
AMT-14 CTD6 11m,15-9-05-134,Intact,1,Rhabdosphaeraceae,Algirosphaera ,robusta,15,30,3.44,,,9.524,12.97,PS,616.00,10.56,,0.045,,,,148.38,17.81,1.48,10.56,616.00,6,36.96,4.13,6.41,0.53,2.78,3.75,0.31,4.74
AMT-14 CTD6 11m,15-9-05-134,Flattened,1,Syracosphaeraceae,Syracosphaera,sp.,16,32,1.374,,,5.693,5.693,PS,96.61,5.69,Coccosphere size measured from flattened coccosphere,0.02,0.016,0.025,,4.48,0.54,0.04,5.69,96.61,76,73.42,5.20,12.20,1.02,0.04,6.07,0.51,0.09
AMT-14 CTD6 11m,15-9-05-135,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,8,16,3.273,,,6.958,6.958,PS,176.38,6.96,,0.02,0.016,0.025,,30.29,3.64,0.30,6.96,176.38,53.00,93.48,5.63,15.31,1.28,0.24,7.19,0.60,0.51
AMT-14 CTD6 11m,15-9-05-135,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3.5,7,3.223,,,4.704,4.704,PS,54.50,4.70,,0.02,0.016,0.025,,12.66,1.52,0.13,4.70,54.50,53.00,28.89,3.81,5.08,0.42,0.30,3.16,0.26,0.48
AMT-14 CTD6 11m,15-9-05-135,Intact,1,Syracosphaeraceae,Syracosphaera,ossa,8.5,17,2.859,,,5.981,5.981,PS,112.03,5.98,,0.02,0.016,0.025,,21.45,2.57,0.21,5.98,112.03,76,85.14,5.46,14.02,1.17,0.18,6.73,0.56,0.38
AMT-14 CTD6 11m,15-9-05-138,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,3.461,,,4.916,4.916,PS,62.21,4.92,,0.02,0.016,0.025,,17.91,2.15,0.18,4.92,62.21,53.00,32.97,3.98,5.75,0.48,0.37,3.47,0.29,0.62
AMT-14 CTD6 11m,15-9-05-138,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,2.727,,,5.077,5.077,PS,68.52,5.08,,0.02,0.016,0.025,,8.76,1.05,0.09,5.08,68.52,53.00,36.32,4.11,6.30,0.53,0.17,3.71,0.31,0.28
AMT-14 CTD6 11m,15-9-05-140,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,5,10,2.689,,,4.264,4.264,PS,40.59,4.26,,0.02,0.016,0.025,,10.50,1.26,0.10,4.26,40.59,53.00,21.51,3.45,3.85,0.32,0.33,2.57,0.21,0.49
AMT-14 CTD6 11m,15-9-05-141,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,2.564,,,4.382,4.382,PS,44.06,4.38,,0.02,0.016,0.025,,7.28,0.87,0.07,4.38,44.06,53.00,23.35,3.55,4.16,0.35,0.21,2.72,0.23,0.32
AMT-14 CTD6 11m,15-9-05-143,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3,6,2.174,,,3.887,3.887,PS,30.75,3.89,,0.02,0.016,0.025,,3.33,0.40,0.03,3.89,30.75,53.00,16.30,3.15,2.97,0.25,0.13,2.12,0.18,0.19
AMT-14 CTD6 11m,15-9-05-145,Intact,1,Syracosphaeraceae,Syracosphaera,sp.,19,38,3.2,,,9.238,9.238,PS,412.79,9.24,,0.02,0.016,0.025,,67.24,8.07,0.67,9.24,412.79,76,313.72,8.43,47.72,3.98,0.17,16.78,1.40,0.48
AMT-14 CTD6 11m,15-9-05-147,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3,6,3.061,,,4.601,4.601,PS,51.00,4.60,,0.02,0.016,0.025,,9.29,1.12,0.09,4.60,51.00,53.00,27.03,3.72,4.77,0.40,0.23,3.02,0.25,0.37
AMT-14 CTD6 11m,15-9-05-147,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,3.181,,,5.532,5.532,PS,88.64,5.53,,0.02,0.016,0.025,,13.91,1.67,0.14,5.53,88.64,53.00,46.98,4.48,8.02,0.67,0.21,4.44,0.37,0.38
AMT-14 CTD6 11m,15-9-05-148,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,2.754,,,4.227,4.227,PS,39.55,4.23,,0.02,0.016,0.025,,9.02,1.08,0.09,4.23,39.55,53.00,20.96,3.42,3.76,0.31,0.29,2.52,0.21,0.43
AMT-14 CTD6 11m,15-9-05-149,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3.5,7,3.048,,,4.704,4.704,PS,54.50,4.70,,0.02,0.016,0.025,,10.70,1.28,0.11,4.70,54.50,53.00,28.89,3.81,5.08,0.42,0.25,3.16,0.26,0.41
AMT-14 CTD6 11m,15-9-05-149,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,2.536,,,4.28,4.28,PS,41.05,4.28,,0.02,0.016,0.025,,7.05,0.85,0.07,4.28,41.05,53.00,21.76,3.46,3.89,0.32,0.22,2.59,0.22,0.33
AMT-14 CTD6 11m,15-9-05-149,Intact,1,Holococcolith,Syracosphaera,pulchra oblongata,34,68,2.478,,,15.044,15.044,PS,1782.74,15.04,,0.02,0.016,0.025,,55.87,6.70,0.56,15.04,1782.74,76,1354.88,13.73,188.50,15.71,0.04,46.71,3.89,0.14
AMT-14 CTD6 11m,15-9-05-151,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4.5,9,2.476,,,5.011,5.011,PS,65.88,5.01,,0.02,0.016,0.025,,7.38,0.89,0.07,5.01,65.88,53.00,34.92,4.06,6.07,0.51,0.15,3.61,0.30,0.25
AMT-14 CTD6 11m,15-9-05-152,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,4,8,3.201,,,4.876,4.876,PS,60.70,4.88,,0.02,0.016,0.025,,14.17,1.70,0.14,4.88,60.70,53.00,32.17,3.95,5.62,0.47,0.30,3.41,0.28,0.50
AMT-14 CTD6 11m,15-9-05-152,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3.5,7,2.536,,,4.596,4.596,PS,50.83,4.60,,0.02,0.016,0.025,,6.17,0.74,0.06,4.60,50.83,53.00,26.94,3.72,4.76,0.40,0.16,3.01,0.25,0.25
AMT-14 CTD6 11m,15-9-05-153,Intact,1,Syracosphaeraceae,Syracosphaera,sp.,14,28,2.352,,,5.906,5.906,PS,107.86,5.91,,0.02,0.016,0.025,,19.67,2.36,0.20,5.91,107.86,76,81.98,5.39,13.53,1.13,0.17,6.56,0.55,0.36
AMT-14 CTD6 11m,15-9-05-155,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,3.5,7,3.366,,,5.175,5.175,PS,72.57,5.18,,0.02,0.016,0.025,,14.42,1.73,0.14,5.18,72.57,53.00,38.46,4.19,6.65,0.55,0.26,3.86,0.32,0.45
AMT-14 CTD6 11m,15-9-05-155,partial sphere,1,Noelaerhabdaceae,Emiliania,huxleyi,11,22,3.382,,,9.048,9.048,PS,387.84,9.05,Multi-layered =2 (account for in biomass),0.02,0.016,0.025,,45.96,5.51,0.46,9.05,387.84,53.00,205.56,7.32,32.08,2.67,0.17,12.48,1.04,0.44
